"TIME","GEO","SIEC","UNIT","Value","Flag and Footnotes"
"2020M12","Ireland","Natural gas","Gigawatt-hour","1 232.838",""
"2020M12","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Greece","Total","Gigawatt-hour","4 420.853",""
"2020M12","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.220",""
"2020M12","Greece","Coal and manufactured gases","Gigawatt-hour","829.830",""
"2020M12","Greece","Natural gas","Gigawatt-hour","1 812.190",""
"2020M12","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Spain","Total","Gigawatt-hour","23 663.720",""
"2020M12","Spain","Combustible fuels - non-renewable","Gigawatt-hour","188.665",""
"2020M12","Spain","Coal and manufactured gases","Gigawatt-hour","300.248",""
"2020M12","Spain","Natural gas","Gigawatt-hour","4 786.650",""
"2020M12","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 270.811",""
"2020M12","France","Total","Gigawatt-hour","51 349.220",""
"2020M12","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2020M12","France","Coal and manufactured gases","Gigawatt-hour","686.798","e"
"2020M12","France","Natural gas","Gigawatt-hour","5 054.501",""
"2020M12","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","34 432.460",""
"2020M12","Croatia","Total","Gigawatt-hour","1 724.565",""
"2020M12","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2020M12","Croatia","Coal and manufactured gases","Gigawatt-hour","122.067",""
"2020M12","Croatia","Natural gas","Gigawatt-hour","359.143",""
"2020M12","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Italy","Total","Gigawatt-hour","22 898.000",""
"2020M12","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2020M12","Italy","Coal and manufactured gases","Gigawatt-hour",":",""
"2020M12","Italy","Natural gas","Gigawatt-hour",":",""
"2020M12","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Cyprus","Total","Gigawatt-hour","381.531",""
"2020M12","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2020M12","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2020M12","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2020M12","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Latvia","Total","Gigawatt-hour","511.000",""
"2020M12","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2020M12","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2020M12","Latvia","Natural gas","Gigawatt-hour","245.000",""
"2020M12","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Lithuania","Total","Gigawatt-hour","484.567",""
"2020M12","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","6.942","e"
"2020M12","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2020M12","Lithuania","Natural gas","Gigawatt-hour","147.953","e"
"2020M12","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Luxembourg","Total","Gigawatt-hour","185.220","e"
"2020M12","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","5.234","e"
"2020M12","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2020M12","Luxembourg","Natural gas","Gigawatt-hour","17.858","e"
"2020M12","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Hungary","Total","Gigawatt-hour","2 763.626",""
"2020M12","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","28.848",""
"2020M12","Hungary","Coal and manufactured gases","Gigawatt-hour","296.940",""
"2020M12","Hungary","Natural gas","Gigawatt-hour","817.135",""
"2020M12","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 309.836",""
"2020M12","Malta","Total","Gigawatt-hour","131.546",""
"2020M12","Malta","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2020M12","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2020M12","Malta","Natural gas","Gigawatt-hour","119.821",""
"2020M12","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Netherlands","Total","Gigawatt-hour","10 626.393",""
"2020M12","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","143.007",""
"2020M12","Netherlands","Coal and manufactured gases","Gigawatt-hour","1 073.082",""
"2020M12","Netherlands","Natural gas","Gigawatt-hour","6 120.870",""
"2020M12","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","357.369",""
"2020M12","Austria","Total","Gigawatt-hour","5 572.253",""
"2020M12","Austria","Combustible fuels - non-renewable","Gigawatt-hour","53.316",""
"2020M12","Austria","Coal and manufactured gases","Gigawatt-hour","170.223",""
"2020M12","Austria","Natural gas","Gigawatt-hour","1 445.226",""
"2020M12","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Poland","Total","Gigawatt-hour","13 554.717",""
"2020M12","Poland","Combustible fuels - non-renewable","Gigawatt-hour","104.045",""
"2020M12","Poland","Coal and manufactured gases","Gigawatt-hour","9 148.389",""
"2020M12","Poland","Natural gas","Gigawatt-hour","1 653.226",""
"2020M12","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Portugal","Total","Gigawatt-hour","4 965.526",""
"2020M12","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","24.954",""
"2020M12","Portugal","Coal and manufactured gases","Gigawatt-hour","155.437",""
"2020M12","Portugal","Natural gas","Gigawatt-hour","1 019.748",""
"2020M12","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2020M12","Romania","Total","Gigawatt-hour","4 913.000",""
"2020M12","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2020M12","Romania","Coal and manufactured gases","Gigawatt-hour","821.000",""
"2020M12","Romania","Natural gas","Gigawatt-hour","996.000",""
"2020M12","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","969.000",""
"2020M12","Slovenia","Total","Gigawatt-hour","1 464.975",""
"2020M12","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.629",""
"2020M12","Slovenia","Coal and manufactured gases","Gigawatt-hour","386.698",""
"2020M12","Slovenia","Natural gas","Gigawatt-hour","52.581",""
"2020M12","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","488.023",""
"2020M12","Slovakia","Total","Gigawatt-hour","2 364.000",""
"2020M12","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","45.000",""
"2020M12","Slovakia","Coal and manufactured gases","Gigawatt-hour","173.000",""
"2020M12","Slovakia","Natural gas","Gigawatt-hour","360.000",""
"2020M12","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 360.000",""
"2020M12","Finland","Total","Gigawatt-hour","6 350.000",""
"2020M12","Finland","Combustible fuels - non-renewable","Gigawatt-hour","70.000",""
"2020M12","Finland","Coal and manufactured gases","Gigawatt-hour","633.000",""
"2020M12","Finland","Natural gas","Gigawatt-hour","506.000",""
"2020M12","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 864.000",""
"2020M12","Sweden","Total","Gigawatt-hour","15 060.207",""
"2020M12","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","175.824",""
"2020M12","Sweden","Coal and manufactured gases","Gigawatt-hour","0.721",""
"2020M12","Sweden","Natural gas","Gigawatt-hour","15.658",""
"2020M12","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 527.395",""
"2021M01","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","258 783.609",""
"2021M01","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 851.936",""
"2021M01","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","39 366.991",""
"2021M01","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","40 148.992",""
"2021M01","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","67 819.636",""
"2021M01","Belgium","Total","Gigawatt-hour","8 431.731",""
"2021M01","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","87.051",""
"2021M01","Belgium","Coal and manufactured gases","Gigawatt-hour","95.473",""
"2021M01","Belgium","Natural gas","Gigawatt-hour","2 548.445",""
"2021M01","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","3 873.052",""
"2021M01","Bulgaria","Total","Gigawatt-hour","3 804.868",""
"2021M01","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M01","Bulgaria","Coal and manufactured gases","Gigawatt-hour","1 065.492",""
"2021M01","Bulgaria","Natural gas","Gigawatt-hour","331.268",""
"2021M01","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 457.399",""
"2021M01","Czechia","Total","Gigawatt-hour","7 729.245",""
"2021M01","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","8.129",""
"2021M01","Czechia","Coal and manufactured gases","Gigawatt-hour","3 477.501",""
"2021M01","Czechia","Natural gas","Gigawatt-hour","800.310",""
"2021M01","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 596.919",""
"2021M01","Denmark","Total","Gigawatt-hour","3 259.141",""
"2021M01","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","79.616",""
"2021M01","Denmark","Coal and manufactured gases","Gigawatt-hour","880.016",""
"2021M01","Denmark","Natural gas","Gigawatt-hour","282.242",""
"2021M01","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","48 096.675",""
"2021M01","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 298.789","e"
"2021M01","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","16 151.663","e"
"2021M01","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","8 820.575","e"
"2021M01","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 925.936",""
"2021M01","Estonia","Total","Gigawatt-hour","578.564",""
"2021M01","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","420.000",""
"2021M01","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M01","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2021M01","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Ireland","Total","Gigawatt-hour","2 861.821",""
"2021M01","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","85.710",""
"2021M01","Ireland","Coal and manufactured gases","Gigawatt-hour","273.395",""
"2021M01","Ireland","Natural gas","Gigawatt-hour","1 317.913",""
"2021M01","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Greece","Total","Gigawatt-hour","4 939.066",""
"2021M01","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.190",""
"2021M01","Greece","Coal and manufactured gases","Gigawatt-hour","582.289",""
"2021M01","Greece","Natural gas","Gigawatt-hour","1 704.146",""
"2021M01","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Spain","Total","Gigawatt-hour","24 301.478",""
"2021M01","Spain","Combustible fuels - non-renewable","Gigawatt-hour","182.932",""
"2021M01","Spain","Coal and manufactured gases","Gigawatt-hour","557.915",""
"2021M01","Spain","Natural gas","Gigawatt-hour","4 612.988",""
"2021M01","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 199.741",""
"2021M01","France","Total","Gigawatt-hour","56 232.714",""
"2021M01","France","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M01","France","Coal and manufactured gases","Gigawatt-hour","1 486.372","e"
"2021M01","France","Natural gas","Gigawatt-hour","5 103.153",""
"2021M01","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","37 176.882",""
"2021M01","Croatia","Total","Gigawatt-hour","1 785.782",""
"2021M01","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M01","Croatia","Coal and manufactured gases","Gigawatt-hour","119.742",""
"2021M01","Croatia","Natural gas","Gigawatt-hour","322.961",""
"2021M01","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Italy","Total","Gigawatt-hour","23 904.000",""
"2021M01","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2021M01","Italy","Coal and manufactured gases","Gigawatt-hour",":",""
"2021M01","Italy","Natural gas","Gigawatt-hour",":",""
"2021M01","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Cyprus","Total","Gigawatt-hour","390.298",""
"2021M01","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M01","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M01","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2021M01","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Latvia","Total","Gigawatt-hour","606.000",""
"2021M01","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M01","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M01","Latvia","Natural gas","Gigawatt-hour","327.000",""
"2021M01","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Lithuania","Total","Gigawatt-hour","364.079",""
"2021M01","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","5.349","e"
"2021M01","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M01","Lithuania","Natural gas","Gigawatt-hour","106.944","e"
"2021M01","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Luxembourg","Total","Gigawatt-hour","193.400","e"
"2021M01","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","4.072","e"
"2021M01","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M01","Luxembourg","Natural gas","Gigawatt-hour","23.464","e"
"2021M01","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Hungary","Total","Gigawatt-hour","3 016.221",""
"2021M01","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","26.232",""
"2021M01","Hungary","Coal and manufactured gases","Gigawatt-hour","214.468",""
"2021M01","Hungary","Natural gas","Gigawatt-hour","1 007.502",""
"2021M01","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 442.948",""
"2021M01","Malta","Total","Gigawatt-hour","140.932",""
"2021M01","Malta","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M01","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M01","Malta","Natural gas","Gigawatt-hour","127.391",""
"2021M01","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Netherlands","Total","Gigawatt-hour","11 288.091",""
"2021M01","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","139.127",""
"2021M01","Netherlands","Coal and manufactured gases","Gigawatt-hour","1 588.943",""
"2021M01","Netherlands","Natural gas","Gigawatt-hour","6 086.971",""
"2021M01","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","357.827",""
"2021M01","Austria","Total","Gigawatt-hour","5 408.415",""
"2021M01","Austria","Combustible fuels - non-renewable","Gigawatt-hour","54.612",""
"2021M01","Austria","Coal and manufactured gases","Gigawatt-hour","167.793",""
"2021M01","Austria","Natural gas","Gigawatt-hour","1 471.139",""
"2021M01","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Poland","Total","Gigawatt-hour","14 326.307",""
"2021M01","Poland","Combustible fuels - non-renewable","Gigawatt-hour","88.001",""
"2021M01","Poland","Coal and manufactured gases","Gigawatt-hour","10 518.363",""
"2021M01","Poland","Natural gas","Gigawatt-hour","1 560.463",""
"2021M01","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Portugal","Total","Gigawatt-hour","5 236.345",""
"2021M01","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","26.071",""
"2021M01","Portugal","Coal and manufactured gases","Gigawatt-hour","187.984",""
"2021M01","Portugal","Natural gas","Gigawatt-hour","1 204.294",""
"2021M01","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M01","Romania","Total","Gigawatt-hour","4 706.000",""
"2021M01","Romania","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M01","Romania","Coal and manufactured gases","Gigawatt-hour","732.000",""
"2021M01","Romania","Natural gas","Gigawatt-hour","969.000",""
"2021M01","Romania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","847.000",""
"2021M01","Slovenia","Total","Gigawatt-hour","1 434.398",""
"2021M01","Slovenia","Combustible fuels - non-renewable","Gigawatt-hour","0.715",""
"2021M01","Slovenia","Coal and manufactured gases","Gigawatt-hour","378.572",""
"2021M01","Slovenia","Natural gas","Gigawatt-hour","48.593",""
"2021M01","Slovenia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","516.967",""
"2021M01","Slovakia","Total","Gigawatt-hour","2 555.000",""
"2021M01","Slovakia","Combustible fuels - non-renewable","Gigawatt-hour","68.000",""
"2021M01","Slovakia","Coal and manufactured gases","Gigawatt-hour","140.000",""
"2021M01","Slovakia","Natural gas","Gigawatt-hour","481.000",""
"2021M01","Slovakia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 362.000",""
"2021M01","Finland","Total","Gigawatt-hour","6 875.414",""
"2021M01","Finland","Combustible fuels - non-renewable","Gigawatt-hour","78.000",""
"2021M01","Finland","Coal and manufactured gases","Gigawatt-hour","747.000",""
"2021M01","Finland","Natural gas","Gigawatt-hour","796.000",""
"2021M01","Finland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 081.685",""
"2021M01","Sweden","Total","Gigawatt-hour","16 317.624",""
"2021M01","Sweden","Combustible fuels - non-renewable","Gigawatt-hour","199.340",""
"2021M01","Sweden","Coal and manufactured gases","Gigawatt-hour","2.010",""
"2021M01","Sweden","Natural gas","Gigawatt-hour","95.230",""
"2021M01","Sweden","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 981.280",""
"2021M02","European Union - 27 countries (from 2020)","Total","Gigawatt-hour","231 412.185",""
"2021M02","European Union - 27 countries (from 2020)","Combustible fuels - non-renewable","Gigawatt-hour","2 756.413",""
"2021M02","European Union - 27 countries (from 2020)","Coal and manufactured gases","Gigawatt-hour","30 355.516",""
"2021M02","European Union - 27 countries (from 2020)","Natural gas","Gigawatt-hour","32 657.950",""
"2021M02","European Union - 27 countries (from 2020)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","58 454.832",""
"2021M02","Belgium","Total","Gigawatt-hour","8 125.942",""
"2021M02","Belgium","Combustible fuels - non-renewable","Gigawatt-hour","79.609",""
"2021M02","Belgium","Coal and manufactured gases","Gigawatt-hour","54.493",""
"2021M02","Belgium","Natural gas","Gigawatt-hour","1 971.828",""
"2021M02","Belgium","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 029.662",""
"2021M02","Bulgaria","Total","Gigawatt-hour","3 450.609",""
"2021M02","Bulgaria","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M02","Bulgaria","Coal and manufactured gases","Gigawatt-hour","886.310",""
"2021M02","Bulgaria","Natural gas","Gigawatt-hour","294.147",""
"2021M02","Bulgaria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 354.824",""
"2021M02","Czechia","Total","Gigawatt-hour","6 781.616",""
"2021M02","Czechia","Combustible fuels - non-renewable","Gigawatt-hour","7.804",""
"2021M02","Czechia","Coal and manufactured gases","Gigawatt-hour","2 815.210",""
"2021M02","Czechia","Natural gas","Gigawatt-hour","704.625",""
"2021M02","Czechia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","2 335.891",""
"2021M02","Denmark","Total","Gigawatt-hour","3 329.654",""
"2021M02","Denmark","Combustible fuels - non-renewable","Gigawatt-hour","62.072",""
"2021M02","Denmark","Coal and manufactured gases","Gigawatt-hour","730.135",""
"2021M02","Denmark","Natural gas","Gigawatt-hour","246.727",""
"2021M02","Denmark","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Germany (until 1990 former territory of the FRG)","Total","Gigawatt-hour","43 466.436",""
"2021M02","Germany (until 1990 former territory of the FRG)","Combustible fuels - non-renewable","Gigawatt-hour","1 264.168","e"
"2021M02","Germany (until 1990 former territory of the FRG)","Coal and manufactured gases","Gigawatt-hour","11 612.285","e"
"2021M02","Germany (until 1990 former territory of the FRG)","Natural gas","Gigawatt-hour","8 076.368","e"
"2021M02","Germany (until 1990 former territory of the FRG)","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","5 369.449",""
"2021M02","Estonia","Total","Gigawatt-hour","574.500",""
"2021M02","Estonia","Combustible fuels - non-renewable","Gigawatt-hour","428.300",""
"2021M02","Estonia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M02","Estonia","Natural gas","Gigawatt-hour","0.000",""
"2021M02","Estonia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Ireland","Total","Gigawatt-hour","2 616.011",""
"2021M02","Ireland","Combustible fuels - non-renewable","Gigawatt-hour","71.445",""
"2021M02","Ireland","Coal and manufactured gases","Gigawatt-hour","91.284",""
"2021M02","Ireland","Natural gas","Gigawatt-hour","909.638",""
"2021M02","Ireland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Greece","Total","Gigawatt-hour","3 908.699",""
"2021M02","Greece","Combustible fuels - non-renewable","Gigawatt-hour","0.170",""
"2021M02","Greece","Coal and manufactured gases","Gigawatt-hour","517.470",""
"2021M02","Greece","Natural gas","Gigawatt-hour","923.880",""
"2021M02","Greece","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Spain","Total","Gigawatt-hour","21 133.412",""
"2021M02","Spain","Combustible fuels - non-renewable","Gigawatt-hour","172.740",""
"2021M02","Spain","Coal and manufactured gases","Gigawatt-hour","176.467",""
"2021M02","Spain","Natural gas","Gigawatt-hour","2 930.363",""
"2021M02","Spain","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","4 358.515",""
"2021M02","France","Total","Gigawatt-hour","47 758.770",""
"2021M02","France","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2021M02","France","Coal and manufactured gases","Gigawatt-hour","654.899","e"
"2021M02","France","Natural gas","Gigawatt-hour","4 188.099",""
"2021M02","France","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","30 337.834",""
"2021M02","Croatia","Total","Gigawatt-hour","1 541.263",""
"2021M02","Croatia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M02","Croatia","Coal and manufactured gases","Gigawatt-hour","118.240",""
"2021M02","Croatia","Natural gas","Gigawatt-hour","246.063",""
"2021M02","Croatia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Italy","Total","Gigawatt-hour","20 655.000",""
"2021M02","Italy","Combustible fuels - non-renewable","Gigawatt-hour",":",""
"2021M02","Italy","Coal and manufactured gases","Gigawatt-hour",":",""
"2021M02","Italy","Natural gas","Gigawatt-hour",":",""
"2021M02","Italy","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Cyprus","Total","Gigawatt-hour","337.697",""
"2021M02","Cyprus","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M02","Cyprus","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M02","Cyprus","Natural gas","Gigawatt-hour","0.000",""
"2021M02","Cyprus","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Latvia","Total","Gigawatt-hour","590.000",""
"2021M02","Latvia","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M02","Latvia","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M02","Latvia","Natural gas","Gigawatt-hour","316.000",""
"2021M02","Latvia","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Lithuania","Total","Gigawatt-hour","362.512",""
"2021M02","Lithuania","Combustible fuels - non-renewable","Gigawatt-hour","6.373","e"
"2021M02","Lithuania","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M02","Lithuania","Natural gas","Gigawatt-hour","108.658","e"
"2021M02","Lithuania","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Luxembourg","Total","Gigawatt-hour","185.617","e"
"2021M02","Luxembourg","Combustible fuels - non-renewable","Gigawatt-hour","3.814","e"
"2021M02","Luxembourg","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M02","Luxembourg","Natural gas","Gigawatt-hour","20.266","e"
"2021M02","Luxembourg","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Hungary","Total","Gigawatt-hour","2 644.471",""
"2021M02","Hungary","Combustible fuels - non-renewable","Gigawatt-hour","26.019",""
"2021M02","Hungary","Coal and manufactured gases","Gigawatt-hour","190.235",""
"2021M02","Hungary","Natural gas","Gigawatt-hour","760.581",""
"2021M02","Hungary","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","1 290.345",""
"2021M02","Malta","Total","Gigawatt-hour","146.094",""
"2021M02","Malta","Combustible fuels - non-renewable","Gigawatt-hour","0.000",""
"2021M02","Malta","Coal and manufactured gases","Gigawatt-hour","0.000",""
"2021M02","Malta","Natural gas","Gigawatt-hour","127.005",""
"2021M02","Malta","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Netherlands","Total","Gigawatt-hour","10 601.683",""
"2021M02","Netherlands","Combustible fuels - non-renewable","Gigawatt-hour","101.259",""
"2021M02","Netherlands","Coal and manufactured gases","Gigawatt-hour","1 036.376",""
"2021M02","Netherlands","Natural gas","Gigawatt-hour","5 860.451",""
"2021M02","Netherlands","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","321.089",""
"2021M02","Austria","Total","Gigawatt-hour","5 240.045",""
"2021M02","Austria","Combustible fuels - non-renewable","Gigawatt-hour","48.682",""
"2021M02","Austria","Coal and manufactured gases","Gigawatt-hour","160.367",""
"2021M02","Austria","Natural gas","Gigawatt-hour","1 150.020",""
"2021M02","Austria","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Poland","Total","Gigawatt-hour","12 813.435",""
"2021M02","Poland","Combustible fuels - non-renewable","Gigawatt-hour","102.490",""
"2021M02","Poland","Coal and manufactured gases","Gigawatt-hour","9 328.132",""
"2021M02","Poland","Natural gas","Gigawatt-hour","1 218.962",""
"2021M02","Poland","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
"2021M02","Portugal","Total","Gigawatt-hour","5 309.484",""
"2021M02","Portugal","Combustible fuels - non-renewable","Gigawatt-hour","20.004",""
"2021M02","Portugal","Coal and manufactured gases","Gigawatt-hour","25.089",""
"2021M02","Portugal","Natural gas","Gigawatt-hour","528.557",""
"2021M02","Portugal","Nuclear fuels and other fuels n.e.c.","Gigawatt-hour","0.000",""
