time,country,value,value_var,value_100,date
2018M04,Estonia,0.1196,1.36,104.81,2018-04-01
2018M05,Estonia,0.1211,1.25,106.12,2018-05-01
2018M06,Estonia,0.1227,1.32,107.52,2018-06-01
2018M01,Ireland,0.1772,3.08,95.28,2018-01-01
2018M02,Ireland,0.178,0.45,95.71,2018-02-01
2018M03,Ireland,0.1789,0.51,96.2,2018-03-01
2018M04,Ireland,0.1798,0.5,96.68,2018-04-01
2018M05,Ireland,0.1806,0.44,97.11,2018-05-01
2018M06,Ireland,0.1814,0.44,97.54,2018-06-01
2018M01,Greece,0.1632,-8.93,84.41,2018-01-01
2018M02,Greece,0.1631,-0.06,84.36,2018-02-01
2018M03,Greece,0.163,-0.06,84.31,2018-03-01
2018M04,Greece,0.163,0.0,84.31,2018-04-01
2018M05,Greece,0.1629,-0.06,84.26,2018-05-01
2018M06,Greece,0.1628,-0.06,84.21,2018-06-01
2018M01,Spain,0.1445,-13.78,75.59,2018-01-01
2018M02,Spain,0.149,3.11,77.94,2018-02-01
2018M03,Spain,0.1536,3.09,80.35,2018-03-01
2018M04,Spain,0.1582,2.99,82.75,2018-04-01
2018M05,Spain,0.1627,2.84,85.1,2018-05-01
2018M06,Spain,0.1672,2.77,87.46,2018-06-01
2018M01,France,0.1514,7.15,102.51,2018-01-01
2018M02,France,0.1502,-0.79,101.7,2018-02-01
2018M03,France,0.1489,-0.87,100.82,2018-03-01
2018M04,France,0.1477,-0.81,100.0,2018-04-01
2018M05,France,0.1465,-0.81,99.19,2018-05-01
2018M06,France,0.1452,-0.89,98.31,2018-06-01
2018M01,Croatia,0.1293,5.81,96.05,2018-01-01
2018M02,Croatia,0.1293,0.0,96.05,2018-02-01
2018M03,Croatia,0.1293,0.0,96.05,2018-03-01
2018M04,Croatia,0.1294,0.08,96.13,2018-04-01
2018M05,Croatia,0.1294,0.0,96.13,2018-05-01
2018M06,Croatia,0.1294,0.0,96.13,2018-06-01
2018M01,Italy,0.1968,-2.57,86.98,2018-01-01
2018M02,Italy,0.1973,0.25,87.2,2018-02-01
2018M03,Italy,0.1978,0.25,87.42,2018-03-01
2018M04,Italy,0.1984,0.3,87.68,2018-04-01
2018M05,Italy,0.1989,0.25,87.9,2018-05-01
2018M06,Italy,0.1994,0.25,88.12,2018-06-01
2018M01,Cyprus,0.1794,-0.33,90.84,2018-01-01
2018M02,Cyprus,0.1862,3.79,94.28,2018-02-01
2018M03,Cyprus,0.193,3.65,97.72,2018-03-01
2018M04,Cyprus,0.1997,3.47,101.11,2018-04-01
2018M05,Cyprus,0.2065,3.41,104.56,2018-05-01
2018M06,Cyprus,0.2133,3.29,108.0,2018-06-01
2018M01,Latvia,0.157,-2.85,98.42,2018-01-01
2018M02,Latvia,0.1568,-0.13,98.29,2018-02-01
2018M03,Latvia,0.1567,-0.06,98.23,2018-03-01
2018M04,Latvia,0.1565,-0.13,98.1,2018-04-01
2018M05,Latvia,0.1563,-0.13,97.97,2018-05-01
2018M06,Latvia,0.1562,-0.06,97.91,2018-06-01
2018M01,Lithuania,0.1134,0.18,85.64,2018-01-01
2018M02,Lithuania,0.1153,1.68,87.08,2018-02-01
2018M03,Lithuania,0.1171,1.56,88.44,2018-03-01
2018M04,Lithuania,0.119,1.62,89.87,2018-04-01
2018M05,Lithuania,0.1209,1.6,91.31,2018-05-01
2018M06,Lithuania,0.1227,1.49,92.67,2018-06-01
2018M01,Luxembourg,0.1118,4.29,100.72,2018-01-01
2018M02,Luxembourg,0.1123,0.45,101.17,2018-02-01
2018M03,Luxembourg,0.1128,0.45,101.63,2018-03-01
2018M04,Luxembourg,0.1132,0.35,101.99,2018-04-01
2018M05,Luxembourg,0.1137,0.44,102.44,2018-05-01
2018M06,Luxembourg,0.1142,0.44,102.89,2018-06-01
2018M01,Hungary,0.1253,9.15,103.31,2018-01-01
2018M02,Hungary,0.1251,-0.16,103.14,2018-02-01
2018M03,Hungary,0.1249,-0.16,102.97,2018-03-01
2018M04,Hungary,0.1246,-0.24,102.72,2018-04-01
2018M05,Hungary,0.1244,-0.16,102.56,2018-05-01
2018M06,Hungary,0.1242,-0.16,102.4,2018-06-01
2018M01,Malta,0.1596,-0.25,85.22,2018-01-01
2018M02,Malta,0.1597,0.06,85.27,2018-02-01
2018M03,Malta,0.1597,0.0,85.27,2018-03-01
2018M04,Malta,0.1598,0.06,85.32,2018-04-01
2018M05,Malta,0.1599,0.06,85.37,2018-05-01
2018M06,Malta,0.1599,0.0,85.37,2018-06-01
2018M01,Netherlands,0.1737,53.85,100.42,2018-01-01
2018M02,Netherlands,0.166,-4.43,95.97,2018-02-01
2018M03,Netherlands,0.1584,-4.58,91.57,2018-03-01
2018M04,Netherlands,0.1507,-4.86,87.12,2018-04-01
2018M05,Netherlands,0.143,-5.11,82.67,2018-05-01
2018M06,Netherlands,0.1354,-5.31,78.28,2018-06-01
2018M01,Austria,0.1463,0.0,97.86,2018-01-01
2018M02,Austria,0.1466,0.21,98.07,2018-02-01
2018M03,Austria,0.1469,0.2,98.27,2018-03-01
2018M04,Austria,0.1472,0.2,98.47,2018-04-01
2018M05,Austria,0.1474,0.14,98.61,2018-05-01
2018M06,Austria,0.1477,0.2,98.81,2018-06-01
2018M01,Poland,0.1404,1.37,98.4,2018-01-01
2018M02,Poland,0.1404,0.0,98.4,2018-02-01
2018M03,Poland,0.1404,0.0,98.4,2018-03-01
2018M04,Poland,0.1404,0.0,98.4,2018-04-01
2018M05,Poland,0.1403,-0.07,98.33,2018-05-01
2018M06,Poland,0.1403,0.0,98.33,2018-06-01
2018M01,Portugal,0.1835,-1.87,101.67,2018-01-01
2018M02,Portugal,0.1836,0.05,101.72,2018-02-01
2018M03,Portugal,0.1836,0.0,101.72,2018-03-01
2018M04,Portugal,0.1837,0.05,101.77,2018-04-01
2018M05,Portugal,0.1838,0.05,101.82,2018-05-01
2018M06,Portugal,0.1838,0.0,101.82,2018-06-01
2018M01,Romania,0.1119,4.38,91.26,2018-01-01
2018M02,Romania,0.1126,0.63,91.83,2018-02-01
2018M03,Romania,0.1133,0.62,92.4,2018-03-01
2018M04,Romania,0.114,0.62,92.97,2018-04-01
2018M05,Romania,0.1147,0.61,93.54,2018-05-01
2018M06,Romania,0.1154,0.61,94.11,2018-06-01
2018M01,Slovenia,0.1289,7.6,102.13,2018-01-01
2018M02,Slovenia,0.1289,0.0,102.13,2018-02-01
2018M03,Slovenia,0.129,0.08,102.21,2018-03-01
2018M04,Slovenia,0.129,0.0,102.21,2018-04-01
2018M05,Slovenia,0.1291,0.08,102.29,2018-05-01
2018M06,Slovenia,0.1292,0.08,102.37,2018-06-01
2018M01,Slovakia,0.1617,2.6,97.72,2018-01-01
2018M02,Slovakia,0.1622,0.31,98.02,2018-02-01
2018M03,Slovakia,0.1628,0.37,98.38,2018-03-01
2018M04,Slovakia,0.1634,0.37,98.74,2018-04-01
2018M05,Slovakia,0.1639,0.31,99.05,2018-05-01
2018M06,Slovakia,0.1645,0.37,99.42,2018-06-01
2018M01,Finland,0.1033,1.18,99.06,2018-01-01
2018M02,Finland,0.104,0.68,99.73,2018-02-01
2018M03,Finland,0.1048,0.77,100.5,2018-03-01
2018M04,Finland,0.1055,0.67,101.17,2018-04-01
2018M05,Finland,0.1062,0.66,101.84,2018-05-01
2018M06,Finland,0.107,0.75,102.6,2018-06-01
2018M01,Sweden,0.0993,-0.7,109.95,2018-01-01
2018M02,Sweden,0.1006,1.31,111.39,2018-02-01
2018M03,Sweden,0.1018,1.19,112.72,2018-03-01
2018M04,Sweden,0.103,1.18,114.05,2018-04-01
2018M05,Sweden,0.1043,1.26,115.49,2018-05-01
2018M06,Sweden,0.1056,1.25,116.93,2018-06-01
2018M07,EU,0.1727,0.7,96.7,2018-07-01
2018M08,EU,0.1744,0.98,97.65,2018-08-01
2018M09,EU,0.1761,0.97,98.6,2018-09-01
2018M10,EU,0.1778,0.97,99.56,2018-10-01
2018M11,EU,0.1796,1.01,100.57,2018-11-01
2018M12,EU,0.1813,0.95,101.53,2018-12-01
2018M07,Belgium,0.1841,6.6,107.91,2018-07-01
2018M08,Belgium,0.1855,0.76,108.73,2018-08-01
2018M09,Belgium,0.1868,0.7,109.49,2018-09-01
2018M10,Belgium,0.1882,0.75,110.31,2018-10-01
2018M11,Belgium,0.1896,0.74,111.13,2018-11-01
2018M12,Belgium,0.1909,0.69,111.9,2018-12-01
2018M07,Bulgaria,0.1162,2.83,108.08,2018-07-01
2018M08,Bulgaria,0.1167,0.43,108.54,2018-08-01
2018M09,Bulgaria,0.1173,0.51,109.09,2018-09-01
2018M10,Bulgaria,0.1178,0.43,109.56,2018-10-01
2018M11,Bulgaria,0.1183,0.42,110.02,2018-11-01
2018M12,Bulgaria,0.1189,0.51,110.58,2018-12-01
2018M07,Czechia,0.1565,3.85,107.28,2018-07-01
2018M08,Czechia,0.1581,1.02,108.37,2018-08-01
2018M09,Czechia,0.1597,1.01,109.46,2018-09-01
2018M10,Czechia,0.1613,1.0,110.55,2018-10-01
2018M11,Czechia,0.1629,0.99,111.64,2018-11-01
2018M12,Czechia,0.1645,0.98,112.73,2018-12-01
2018M07,Denmark,0.2787,-0.71,104.23,2018-07-01
2018M08,Denmark,0.276,-0.97,103.22,2018-08-01
2018M09,Denmark,0.2734,-0.94,102.25,2018-09-01
2018M10,Denmark,0.2708,-0.95,101.28,2018-10-01
2018M11,Denmark,0.2681,-1.0,100.27,2018-11-01
2018M12,Denmark,0.2654,-1.01,99.26,2018-12-01
2018M07,Germany,0.2256,1.12,99.13,2018-07-01
2018M08,Germany,0.2263,0.31,99.44,2018-08-01
2018M09,Germany,0.227,0.31,99.75,2018-09-01
2018M10,Germany,0.2277,0.31,100.06,2018-10-01
2018M11,Germany,0.2284,0.31,100.37,2018-11-01
2018M12,Germany,0.2291,0.31,100.68,2018-12-01
2018M07,Estonia,0.1243,8.28,108.93,2018-07-01
2018M08,Estonia,0.1236,-0.56,108.32,2018-08-01
2018M09,Estonia,0.1228,-0.65,107.62,2018-09-01
2018M10,Estonia,0.122,-0.65,106.92,2018-10-01
2018M11,Estonia,0.1213,-0.57,106.31,2018-11-01
2018M12,Estonia,0.1206,-0.58,105.69,2018-12-01
2018M07,Ireland,0.1823,2.88,98.02,2018-07-01
2018M08,Ireland,0.1826,0.16,98.18,2018-08-01
2018M09,Ireland,0.183,0.22,98.4,2018-09-01
2018M10,Ireland,0.1833,0.16,98.56,2018-10-01
2018M11,Ireland,0.1836,0.16,98.72,2018-11-01
2018M12,Ireland,0.184,0.22,98.94,2018-12-01
2018M07,Greece,0.1627,-0.31,84.15,2018-07-01
2018M08,Greece,0.1617,-0.61,83.64,2018-08-01
2018M09,Greece,0.1608,-0.56,83.17,2018-09-01
2018M10,Greece,0.1598,-0.62,82.65,2018-10-01
2018M11,Greece,0.1588,-0.63,82.13,2018-11-01
2018M12,Greece,0.1579,-0.57,81.66,2018-12-01
2018M07,Spain,0.1718,18.89,89.87,2018-07-01
2018M08,Spain,0.173,0.7,90.5,2018-08-01
2018M09,Spain,0.1742,0.69,91.12,2018-09-01
2018M10,Spain,0.1754,0.69,91.75,2018-10-01
2018M11,Spain,0.1767,0.74,92.43,2018-11-01
2018M12,Spain,0.1779,0.68,93.06,2018-12-01
2018M07,France,0.144,-4.89,97.5,2018-07-01
2018M08,France,0.1461,1.46,98.92,2018-08-01
2018M09,France,0.1483,1.51,100.41,2018-09-01
2018M10,France,0.1504,1.42,101.84,2018-10-01
2018M11,France,0.1525,1.4,103.27,2018-11-01
2018M12,France,0.1547,1.44,104.76,2018-12-01
2018M07,Croatia,0.1294,0.08,96.13,2018-07-01
2018M08,Croatia,0.1309,1.16,97.25,2018-08-01
2018M09,Croatia,0.1325,1.22,98.44,2018-09-01
2018M10,Croatia,0.134,1.13,99.55,2018-10-01
2018M11,Croatia,0.1356,1.19,100.73,2018-11-01
2018M12,Croatia,0.1372,1.18,101.92,2018-12-01
2018M07,Italy,0.1999,1.58,88.35,2018-07-01
2018M08,Italy,0.2039,2.0,90.12,2018-08-01
2018M09,Italy,0.2078,1.91,91.84,2018-09-01
2018M10,Italy,0.2118,1.92,93.6,2018-10-01
2018M11,Italy,0.2158,1.89,95.37,2018-11-01
2018M12,Italy,0.2197,1.81,97.1,2018-12-01
2018M07,Cyprus,0.2201,22.69,111.45,2018-07-01
2018M08,Cyprus,0.218,-0.95,110.39,2018-08-01
2018M09,Cyprus,0.2159,-0.96,109.33,2018-09-01
2018M10,Cyprus,0.2138,-0.97,108.27,2018-10-01
2018M11,Cyprus,0.2117,-0.98,107.21,2018-11-01
2018M12,Cyprus,0.2096,-0.99,106.15,2018-12-01
2018M07,Latvia,0.156,-0.64,97.79,2018-07-01
2018M08,Latvia,0.1561,0.06,97.85,2018-08-01
2018M09,Latvia,0.1562,0.06,97.91,2018-09-01
2018M10,Latvia,0.1564,0.13,98.04,2018-10-01
2018M11,Latvia,0.1565,0.06,98.1,2018-11-01
2018M12,Latvia,0.1566,0.06,98.16,2018-12-01
2018M07,Lithuania,0.1246,9.88,94.1,2018-07-01
2018M08,Lithuania,0.1247,0.08,94.18,2018-08-01
2018M09,Lithuania,0.1248,0.08,94.26,2018-09-01
2018M10,Lithuania,0.1249,0.08,94.34,2018-10-01
2018M11,Lithuania,0.125,0.08,94.42,2018-11-01
2018M12,Lithuania,0.1251,0.08,94.5,2018-12-01
2018M07,Luxembourg,0.1147,2.59,103.33,2018-07-01
2018M08,Luxembourg,0.1156,0.78,104.14,2018-08-01
2018M09,Luxembourg,0.1164,0.69,104.86,2018-09-01
2018M10,Luxembourg,0.1173,0.77,105.67,2018-10-01
2018M11,Luxembourg,0.1182,0.77,106.48,2018-11-01
2018M12,Luxembourg,0.119,0.68,107.2,2018-12-01
2018M07,Hungary,0.124,-1.04,102.24,2018-07-01
2018M08,Hungary,0.1269,2.34,104.63,2018-08-01
2018M09,Hungary,0.1298,2.29,107.03,2018-09-01
2018M10,Hungary,0.1327,2.23,109.42,2018-10-01
2018M11,Hungary,0.1357,2.26,111.89,2018-11-01
2018M12,Hungary,0.1386,2.14,114.28,2018-12-01
2018M07,Malta,0.16,0.25,85.43,2018-07-01
2018M08,Malta,0.1599,-0.06,85.38,2018-08-01
2018M09,Malta,0.1598,-0.06,85.33,2018-09-01
2018M10,Malta,0.1597,-0.06,85.28,2018-10-01
2018M11,Malta,0.1595,-0.13,85.17,2018-11-01
2018M12,Malta,0.1594,-0.06,85.12,2018-12-01
2018M07,Netherlands,0.1277,-26.48,73.83,2018-07-01
2018M08,Netherlands,0.134,4.93,77.47,2018-08-01
2018M09,Netherlands,0.1403,4.7,81.11,2018-09-01
2018M10,Netherlands,0.1466,4.49,84.75,2018-10-01
2018M11,Netherlands,0.1528,4.23,88.33,2018-11-01
2018M12,Netherlands,0.1591,4.12,91.97,2018-12-01
2018M07,Austria,0.148,1.16,99.0,2018-07-01
2018M08,Austria,0.1487,0.47,99.47,2018-08-01
2018M09,Austria,0.1494,0.47,99.94,2018-09-01
2018M10,Austria,0.1501,0.47,100.41,2018-10-01
2018M11,Austria,0.1508,0.47,100.88,2018-11-01
2018M12,Austria,0.1515,0.46,101.34,2018-12-01
2018M07,Poland,0.1403,-0.07,98.33,2018-07-01
2018M08,Poland,0.142,1.21,99.52,2018-08-01
2018M09,Poland,0.1436,1.13,100.64,2018-09-01
2018M10,Poland,0.1452,1.11,101.76,2018-10-01
2018M11,Poland,0.1469,1.17,102.95,2018-11-01
2018M12,Poland,0.1486,1.16,104.14,2018-12-01
2018M07,Portugal,0.1839,0.22,101.89,2018-07-01
2018M08,Portugal,0.1816,-1.25,100.62,2018-08-01
2018M09,Portugal,0.1794,-1.21,99.4,2018-09-01
2018M10,Portugal,0.1771,-1.28,98.13,2018-10-01
2018M11,Portugal,0.1748,-1.3,96.85,2018-11-01
2018M12,Portugal,0.1726,-1.26,95.63,2018-12-01
2018M07,Romania,0.1161,3.75,94.68,2018-07-01
2018M08,Romania,0.118,1.64,96.23,2018-08-01
2018M09,Romania,0.1199,1.61,97.78,2018-09-01
2018M10,Romania,0.1218,1.58,99.32,2018-10-01
2018M11,Romania,0.1237,1.56,100.87,2018-11-01
2018M12,Romania,0.1256,1.54,102.42,2018-12-01
2018M07,Slovenia,0.1292,0.23,102.36,2018-07-01
2018M08,Slovenia,0.1307,1.16,103.55,2018-08-01
2018M09,Slovenia,0.1321,1.07,104.66,2018-09-01
2018M10,Slovenia,0.1336,1.14,105.85,2018-10-01
2018M11,Slovenia,0.1351,1.12,107.04,2018-11-01
2018M12,Slovenia,0.1365,1.04,108.15,2018-12-01
2018M07,Slovakia,0.165,2.04,99.71,2018-07-01
2018M08,Slovakia,0.167,1.21,100.92,2018-08-01
2018M09,Slovakia,0.1689,1.14,102.07,2018-09-01
2018M10,Slovakia,0.1709,1.18,103.27,2018-10-01
2018M11,Slovakia,0.1729,1.17,104.48,2018-11-01
2018M12,Slovakia,0.1748,1.1,105.63,2018-12-01
2018M07,Finland,0.1077,4.26,103.28,2018-07-01
2018M08,Finland,0.108,0.28,103.57,2018-08-01
2018M09,Finland,0.1082,0.19,103.77,2018-09-01
2018M10,Finland,0.1084,0.18,103.96,2018-10-01
2018M11,Finland,0.1087,0.28,104.25,2018-11-01
2018M12,Finland,0.109,0.28,104.54,2018-12-01
2018M07,Sweden,0.1068,7.55,118.25,2018-07-01
2018M08,Sweden,0.1078,0.94,119.36,2018-08-01
2018M09,Sweden,0.1089,1.02,120.58,2018-09-01
2018M10,Sweden,0.11,1.01,121.8,2018-10-01
2018M11,Sweden,0.111,0.91,122.91,2018-11-01
2018M12,Sweden,0.112,0.9,124.02,2018-12-01
2019M01,EU,0.183,5.96,102.46,2019-01-01
2019M02,EU,0.1819,-0.6,101.85,2019-02-01
2019M03,EU,0.1809,-0.55,101.29,2019-03-01
2019M04,EU,0.1798,-0.61,100.67,2019-04-01
2019M05,EU,0.1787,-0.61,100.06,2019-05-01
2019M06,EU,0.1777,-0.56,99.5,2019-06-01
2019M01,Belgium,0.1923,4.45,112.71,2019-01-01
2019M02,Belgium,0.191,-0.68,111.94,2019-02-01
2019M03,Belgium,0.1898,-0.63,111.23,2019-03-01
2019M04,Belgium,0.1886,-0.63,110.53,2019-04-01
2019M05,Belgium,0.1873,-0.69,109.77,2019-05-01
2019M06,Belgium,0.186,-0.69,109.01,2019-06-01
2019M01,Bulgaria,0.1194,2.75,111.05,2019-01-01
2019M02,Bulgaria,0.1184,-0.84,110.12,2019-02-01
2019M03,Bulgaria,0.1175,-0.76,109.28,2019-03-01
2019M04,Bulgaria,0.1165,-0.85,108.35,2019-04-01
2019M05,Bulgaria,0.1155,-0.86,107.42,2019-05-01
2019M06,Bulgaria,0.1146,-0.78,106.58,2019-06-01
2019M01,Czechia,0.1661,6.13,113.86,2019-01-01
2019M02,Czechia,0.167,0.54,114.47,2019-02-01
2019M03,Czechia,0.1679,0.54,115.09,2019-03-01
2019M04,Czechia,0.1688,0.54,115.71,2019-04-01
2019M05,Czechia,0.1698,0.59,116.39,2019-05-01
2019M06,Czechia,0.1707,0.53,117.01,2019-06-01
2019M01,Denmark,0.2628,-5.71,98.28,2019-01-01
2019M02,Denmark,0.2624,-0.15,98.13,2019-02-01
2019M03,Denmark,0.262,-0.15,97.98,2019-03-01
2019M04,Denmark,0.2616,-0.15,97.83,2019-04-01
2019M05,Denmark,0.2612,-0.15,97.68,2019-05-01
2019M06,Denmark,0.2608,-0.15,97.53,2019-06-01
2019M01,Germany,0.2298,1.86,100.97,2019-01-01
2019M02,Germany,0.2287,-0.48,100.49,2019-02-01
2019M03,Germany,0.2276,-0.48,100.01,2019-03-01
2019M04,Germany,0.2265,-0.48,99.53,2019-04-01
2019M05,Germany,0.2254,-0.49,99.04,2019-05-01
2019M06,Germany,0.2243,-0.49,98.55,2019-06-01
2019M01,Estonia,0.1198,-3.62,104.99,2019-01-01
2019M02,Estonia,0.1195,-0.25,104.73,2019-02-01
2019M03,Estonia,0.1192,-0.25,104.47,2019-03-01
2019M04,Estonia,0.1189,-0.25,104.21,2019-04-01
2019M05,Estonia,0.1186,-0.25,103.95,2019-05-01
2019M06,Estonia,0.1183,-0.25,103.69,2019-06-01
2019M01,Ireland,0.1843,1.1,99.1,2019-01-01
2019M02,Ireland,0.184,-0.16,98.94,2019-02-01
2019M03,Ireland,0.1837,-0.16,98.78,2019-03-01
2019M04,Ireland,0.1834,-0.16,98.62,2019-04-01
2019M05,Ireland,0.1832,-0.11,98.51,2019-05-01
2019M06,Ireland,0.1829,-0.16,98.35,2019-06-01
2019M01,Greece,0.1569,-3.56,81.15,2019-01-01
2019M02,Greece,0.1563,-0.38,80.84,2019-02-01
2019M03,Greece,0.1557,-0.38,80.53,2019-03-01
2019M04,Greece,0.1552,-0.32,80.27,2019-04-01
2019M05,Greece,0.1546,-0.39,79.96,2019-05-01
2019M06,Greece,0.154,-0.39,79.65,2019-06-01
2019M01,Spain,0.1791,4.25,93.69,2019-01-01
2019M02,Spain,0.1783,-0.45,93.27,2019-02-01
2019M03,Spain,0.1774,-0.5,92.8,2019-03-01
2019M04,Spain,0.1766,-0.45,92.38,2019-04-01
2019M05,Spain,0.1758,-0.45,91.96,2019-05-01
2019M06,Spain,0.1749,-0.51,91.49,2019-06-01
2019M01,France,0.1568,8.89,106.17,2019-01-01
2019M02,France,0.156,-0.51,105.63,2019-02-01
2019M03,France,0.1552,-0.51,105.09,2019-03-01
2019M04,France,0.1543,-0.58,104.48,2019-04-01
2019M05,France,0.1535,-0.52,103.94,2019-05-01
2019M06,France,0.1527,-0.52,103.4,2019-06-01
2019M01,Croatia,0.1387,7.19,103.04,2019-01-01
2019M02,Croatia,0.1394,0.5,103.56,2019-02-01
2019M03,Croatia,0.1401,0.5,104.08,2019-03-01
2019M04,Croatia,0.1408,0.5,104.6,2019-04-01
2019M05,Croatia,0.1416,0.57,105.2,2019-05-01
2019M06,Croatia,0.1423,0.49,105.72,2019-06-01
2019M01,Italy,0.2237,11.91,98.87,2019-01-01
2019M02,Italy,0.2233,-0.18,98.69,2019-02-01
2019M03,Italy,0.2229,-0.18,98.51,2019-03-01
2019M04,Italy,0.2225,-0.18,98.33,2019-04-01
2019M05,Italy,0.2221,-0.18,98.15,2019-05-01
2019M06,Italy,0.2217,-0.18,97.97,2019-06-01
2019M01,Cyprus,0.2075,-5.72,105.08,2019-01-01
2019M02,Cyprus,0.2094,0.92,106.05,2019-02-01
2019M03,Cyprus,0.2114,0.96,107.07,2019-03-01
2019M04,Cyprus,0.2134,0.95,108.09,2019-04-01
2019M05,Cyprus,0.2153,0.89,109.05,2019-05-01
2019M06,Cyprus,0.2172,0.88,110.01,2019-06-01
2019M01,Latvia,0.1567,0.45,98.23,2019-01-01
2019M02,Latvia,0.157,0.19,98.42,2019-02-01
2019M03,Latvia,0.1572,0.13,98.55,2019-03-01
2019M04,Latvia,0.1575,0.19,98.74,2019-04-01
2019M05,Latvia,0.1578,0.19,98.93,2019-05-01
2019M06,Latvia,0.158,0.13,99.06,2019-06-01
2019M01,Lithuania,0.1252,0.48,94.55,2019-01-01
2019M02,Lithuania,0.1256,0.32,94.85,2019-02-01
2019M03,Lithuania,0.126,0.32,95.15,2019-03-01
2019M04,Lithuania,0.1264,0.32,95.45,2019-04-01
2019M05,Lithuania,0.1267,0.24,95.68,2019-05-01
2019M06,Lithuania,0.1271,0.32,95.99,2019-06-01
2019M01,Luxembourg,0.1199,4.53,108.01,2019-01-01
2019M02,Luxembourg,0.1199,0.0,108.01,2019-02-01
2019M03,Luxembourg,0.12,0.08,108.1,2019-03-01
2019M04,Luxembourg,0.12,0.0,108.1,2019-04-01
2019M05,Luxembourg,0.12,0.0,108.1,2019-05-01
2019M06,Luxembourg,0.1201,0.08,108.19,2019-06-01
2019M01,Hungary,0.1415,14.11,116.67,2019-01-01
2019M02,Hungary,0.1412,-0.21,116.42,2019-02-01
2019M03,Hungary,0.141,-0.14,116.26,2019-03-01
2019M04,Hungary,0.1407,-0.21,116.02,2019-04-01
2019M05,Hungary,0.1405,-0.14,115.86,2019-05-01
2019M06,Hungary,0.1403,-0.14,115.7,2019-06-01
2019M01,Malta,0.1593,-0.44,85.05,2019-01-01
2019M02,Malta,0.1594,0.06,85.1,2019-02-01
2019M03,Malta,0.1594,0.0,85.1,2019-03-01
2019M04,Malta,0.1594,0.0,85.1,2019-04-01
2019M05,Malta,0.1595,0.06,85.15,2019-05-01
2019M06,Malta,0.1596,0.06,85.2,2019-06-01
2019M01,Netherlands,0.1654,29.52,95.62,2019-01-01
2019M02,Netherlands,0.1594,-3.63,92.15,2019-02-01
2019M03,Netherlands,0.1533,-3.83,88.62,2019-03-01
2019M04,Netherlands,0.1472,-3.98,85.09,2019-04-01
2019M05,Netherlands,0.1412,-4.08,81.62,2019-05-01
2019M06,Netherlands,0.1352,-4.25,78.15,2019-06-01
2019M01,Austria,0.1522,2.84,101.81,2019-01-01
2019M02,Austria,0.1521,-0.07,101.74,2019-02-01
2019M03,Austria,0.1519,-0.13,101.61,2019-03-01
2019M04,Austria,0.1518,-0.07,101.54,2019-04-01
2019M05,Austria,0.1517,-0.07,101.47,2019-05-01
2019M06,Austria,0.1515,-0.13,101.34,2019-06-01
2019M01,Poland,0.1502,7.06,105.27,2019-01-01
2019M02,Poland,0.1474,-1.86,103.31,2019-02-01
2019M03,Poland,0.1446,-1.9,101.35,2019-03-01
2019M04,Poland,0.1418,-1.94,99.38,2019-04-01
2019M05,Poland,0.1391,-1.9,97.49,2019-05-01
2019M06,Poland,0.1363,-2.01,95.53,2019-06-01
2019M01,Portugal,0.1703,-7.4,94.35,2019-01-01
2019M02,Portugal,0.172,1.0,95.29,2019-02-01
2019M03,Portugal,0.1738,1.05,96.29,2019-03-01
2019M04,Portugal,0.1755,0.98,97.23,2019-04-01
2019M05,Portugal,0.1772,0.97,98.17,2019-05-01
2019M06,Portugal,0.179,1.02,99.17,2019-06-01
2019M01,Romania,0.1275,9.82,103.98,2019-01-01
2019M02,Romania,0.1286,0.86,104.87,2019-02-01
2019M03,Romania,0.1296,0.78,105.69,2019-03-01
2019M04,Romania,0.1307,0.85,106.59,2019-04-01
2019M05,Romania,0.1318,0.84,107.49,2019-05-01
2019M06,Romania,0.1328,0.76,108.31,2019-06-01
2019M01,Slovenia,0.138,6.81,109.33,2019-01-01
2019M02,Slovenia,0.1381,0.07,109.41,2019-02-01
2019M03,Slovenia,0.1383,0.14,109.56,2019-03-01
2019M04,Slovenia,0.1384,0.07,109.64,2019-04-01
2019M05,Slovenia,0.1385,0.07,109.72,2019-05-01
2019M06,Slovenia,0.1387,0.14,109.87,2019-06-01
2019M01,Slovakia,0.1768,7.15,106.84,2019-01-01
2019M02,Slovakia,0.1775,0.4,107.27,2019-02-01
2019M03,Slovakia,0.1783,0.45,107.75,2019-03-01
2019M04,Slovakia,0.179,0.39,108.17,2019-04-01
2019M05,Slovakia,0.1797,0.39,108.59,2019-05-01
2019M06,Slovakia,0.1805,0.45,109.08,2019-06-01
2019M01,Finland,0.1092,1.39,104.72,2019-01-01
2019M02,Finland,0.1092,0.0,104.72,2019-02-01
2019M03,Finland,0.1092,0.0,104.72,2019-03-01
2019M04,Finland,0.1092,0.0,104.72,2019-04-01
2019M05,Finland,0.1093,0.09,104.81,2019-05-01
2019M06,Finland,0.1093,0.0,104.81,2019-06-01
2019M01,Sweden,0.1131,5.9,125.23,2019-01-01
2019M02,Sweden,0.1115,-1.41,123.46,2019-02-01
2019M03,Sweden,0.1099,-1.43,121.69,2019-03-01
2019M04,Sweden,0.1083,-1.46,119.91,2019-04-01
2019M05,Sweden,0.1067,-1.48,118.14,2019-05-01
2019M06,Sweden,0.1051,-1.5,116.37,2019-06-01
